longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,<1H OCEAN,INLAND,ISLAND,NEAR BAY,NEAR OCEAN,house value
-121.62,39.16,7.0,8.407601514786142,6.655440350367647,7.7284157798410416,6.643789733147672,3.809,0,1,0,0,0,107592.31420900393
-118.53,34.18,26.0,8.337109129562474,6.786716950605081,7.6586995582682995,6.658011045870748,4.2083,1,0,0,0,0,252962.5772713027
-119.78,36.31,14.0,7.160845906664299,5.676753802268282,6.6039438246004725,5.598421958998375,3.1667,0,1,0,0,0,133065.34317770647
-118.34,34.09,52.0,7.4570320891223805,6.220590170099739,6.745236349484363,6.1463292576688975,3.2946,1,0,0,0,0,282530.1565943598
-122.82,38.33,25.0,8.028781162487148,6.345636360828596,7.3796321526095525,6.311734809152915,3.9917,1,0,0,0,0,231064.98220089823
-118.05,33.82,25.0,7.3453648404168685,5.634789603169249,6.597145701886651,5.583496308781699,5.123,1,0,0,0,0,267061.0542706577
-117.33,34.12,33.0,6.839476438228843,5.393627546352362,6.732210706467206,5.356586274672012,1.3417,0,1,0,0,0,30268.69479121035
-118.21,34.22,37.0,7.72356247227797,5.777652323222656,6.848005274576363,5.717027701406222,8.3695,1,0,0,0,0,388070.4682290107
-122.26,37.8,36.0,8.58110651715989,7.815207062189088,8.151909872940905,7.751045117971802,2.0096,0,0,0,1,0,264011.26356812846
-122.46,37.71,52.0,7.404279118037268,5.863631175598097,7.037905963447182,5.831882477283517,4.1406,0,0,0,0,1,261068.79916511988
-118.6,34.15,28.0,8.427487278331744,6.61338421837956,7.434847875211999,6.54534966033442,6.14,1,0,0,0,0,332977.99545804644
-117.89,34.13,34.0,7.67786350067821,5.958424693029782,7.275172319452771,5.955837369464831,4.1995,1,0,0,0,0,194789.3775639278
-117.13,32.63,10.0,8.905851181208021,7.05444965813294,7.550135342488429,6.678342114654332,8.7991,0,0,0,0,1,441801.18573063985
-118.09,33.92,33.0,6.779921907472252,5.204006687076795,6.306275286948016,5.135798437050262,5.3146,1,0,0,0,0,271640.10620459216
-118.38,34.21,42.0,6.573680166960646,4.983606621708336,6.594413459749778,5.0689042022202315,3.8,1,0,0,0,0,176111.87442150246
-119.76,36.79,32.0,7.80954132465341,6.150602768446279,7.140453043101158,6.18826412308259,3.3281,0,1,0,0,0,137072.72658926994
-117.75,34.01,4.0,10.004644244495866,8.167068178341237,9.254452946594503,8.089175678837561,6.1287,1,0,0,0,0,270775.8476539422
-117.05,34.01,27.0,8.609772372709331,7.095064377287131,7.880804344674901,7.0317412587631285,2.1927,0,1,0,0,0,110843.83113436634
-117.09,32.68,30.0,7.887208585813932,6.483107351457199,7.599901959208498,6.406879986069314,2.8089,0,0,0,0,1,182221.0960447034
-118.4,33.88,36.0,8.014004994779459,6.180016653652572,7.153833801578843,6.20455776256869,7.2651,1,0,0,0,0,377018.2005163622
-117.27,34.13,36.0,8.11312710422178,6.5337888379333435,7.77863014732581,6.380122536899765,2.9628,0,1,0,0,0,103228.49165740609
-121.37,38.6,36.0,7.02108396428914,4.976733742420574,6.028278520230698,5.017279836814924,5.8336,0,1,0,0,0,210705.84439346846
-117.39,33.97,52.0,8.104099056143582,6.317164686747284,7.146772179452637,6.272877006546167,4.3176,0,1,0,0,0,215896.55720484257
-122.69,38.44,35.0,7.213031659834869,5.488937726156687,6.431331081933479,5.37989735354046,3.5521,1,0,0,0,0,212841.1943402174
-117.33,34.03,14.0,7.367077059881012,5.8522024797744745,6.716594773520978,5.560681631015528,2.8281,0,1,0,0,0,107405.98184442241
-118.14,33.87,44.0,7.382746449738912,5.605802066295998,6.684611727667927,5.648974238161206,5.084,1,0,0,0,0,276052.3032437051
-118.28,34.0,46.0,7.409136443920128,6.139884552226255,7.597396320212795,6.129050210060545,2.3403,1,0,0,0,0,153807.92580368975
-118.3,34.11,52.0,8.051022208190679,6.516193076042964,7.101675971619444,6.408528791059498,3.5806,1,0,0,0,0,273382.23494834267
-122.02,38.38,16.0,6.695798917058491,4.927253685157205,5.918893854273146,4.983606621708336,6.0767,0,1,0,0,0,246461.2783120433
-118.9,34.3,13.0,8.629092283913646,6.921658184151129,8.067462667010057,6.879355804460439,5.5925,1,0,0,0,0,278581.87826136453
-121.82,37.35,24.0,7.740229524763182,6.3561076606958915,7.787382026484701,6.345636360828596,3.4509,1,0,0,0,0,185377.3928301544
-116.92,32.79,24.0,8.30795254527102,6.610696044717759,7.66105638236183,6.61338421837956,4.5224,1,0,0,0,0,238117.6518769525
-121.14,38.16,14.0,7.860185057472165,6.210600077024653,7.22402480828583,6.173786103901937,3.5774,0,1,0,0,0,126327.93639567168
-122.28,37.82,52.0,7.306531398939505,5.817111159963204,6.591673732008658,5.501258210544727,0.8172,0,0,0,1,0,132001.20230454952
-122.46,37.71,47.0,7.331714969726466,5.648974238161206,7.005789019253503,5.645446897643238,4.0,0,0,0,0,1,226880.2868603249
-119.88,36.93,12.0,8.063062911326792,6.255750041753367,7.372118028337787,6.192362489474872,4.5347,0,1,0,0,0,144991.52722605318
-117.97,33.93,31.0,7.588829878307813,5.924255797414532,6.823286122355687,5.8522024797744745,4.4107,1,0,0,0,0,246090.84914584924
-117.22,32.74,41.0,7.871692664323645,6.297109319933935,6.980075940561763,6.156978985585555,2.4016,0,0,0,0,1,205265.87401939835
-118.23,34.21,38.0,7.24422751560335,5.968707559985366,6.756932389247553,5.958424693029782,3.4148,1,0,0,0,0,242355.07607813692
-122.42,37.8,52.0,7.936660155225426,6.530877627725885,7.053585727193677,6.480044561926653,4.3472,0,0,0,1,0,328610.82193995593
-117.28,32.84,41.0,7.259116128097101,5.82600010738045,6.46302945692067,5.752572638825633,2.9306,0,0,0,0,1,237347.2737583029
-118.32,34.05,42.0,8.114922974204593,7.076653815443951,8.15507488781144,7.044905117129371,1.9923,1,0,0,0,0,185011.26559734158
-118.16,34.02,34.0,7.29641326877392,6.238324625039508,7.5822291942764615,6.218600119691729,1.8715,1,0,0,0,0,138358.00676267222
-121.28,38.13,32.0,8.121777419161074,6.517671272912275,7.558516743045645,6.548219102762372,2.5401,0,1,0,0,0,110465.74748764513
-119.96,35.99,25.0,6.954638864880987,5.602118820879701,7.317212408359839,5.659482215759621,2.0976,0,1,0,0,0,54914.35461123148
-122.65,38.11,21.0,8.266678443305896,6.424869023905388,7.585281078639126,6.450470422144176,5.5524,1,0,0,0,0,278336.8140814095
-118.3,33.9,27.0,8.091933455979893,6.637258031284457,7.649692623711514,6.473890696352274,3.4,1,0,0,0,0,210621.4775141552
-117.79,34.07,33.0,7.43543801981455,5.811140992976701,7.432483807917119,5.71042701737487,3.7583,0,1,0,0,0,113222.21530055394
-117.16,34.05,23.0,8.075893630298857,6.137727054086234,7.252762418053187,6.077642243349034,6.0701,0,1,0,0,0,216485.58844218682
-117.28,33.19,5.0,7.900266036767701,6.461468176353717,7.3987862754199485,6.364750756851911,3.4456,0,0,0,0,1,188189.90272674384
-121.62,36.69,12.0,6.240275845170769,4.976733742420574,6.643789733147672,5.0106352940962555,2.2667,1,0,0,0,0,115068.51988291787
-122.3,37.81,52.0,7.110696122978827,5.472270673671475,6.257667587882639,5.075173815233827,1.191,0,0,0,1,0,134743.05059908284
-117.48,33.98,20.0,7.804659297056102,6.16541785423142,7.487733761436444,6.124683390894205,3.3966,0,1,0,0,0,109467.37774886983
-122.46,37.78,52.0,8.328692583545568,6.892641641172089,7.616283561580385,6.794586580876499,3.4236,0,0,0,1,0,272093.7787177684
-117.19,32.8,16.0,7.860956364876389,6.678342114654332,7.119635638017636,6.529418838262226,3.1304,0,0,0,0,1,250738.8822554308
-119.0,35.31,37.0,7.198931240688173,5.62040086571715,6.643789733147672,5.6131281063880705,1.6522,0,1,0,0,0,87919.56056029163
-118.17,33.96,25.0,7.718685495198466,6.525029657843462,7.871692664323645,6.444131256700441,2.3,1,0,0,0,0,141831.79084715573
-121.49,38.51,30.0,8.06054004653864,6.410174881966167,7.527255919373784,6.363028103540465,3.1768,0,1,0,0,0,117059.20577601856
-118.52,34.25,11.0,8.968268810776454,7.417580402414544,8.178077463849608,7.313886831633462,4.6625,1,0,0,0,0,269847.48921027686
-122.02,37.53,21.0,8.361941906144946,6.513230110912307,7.7039102096163115,6.525029657843462,5.7072,0,0,0,1,0,272094.64736921526
-119.66,36.33,10.0,7.392647520721623,6.016157159698354,6.8966943316227125,5.981414211254481,1.4194,0,1,0,0,0,64712.467497053556
-120.47,34.65,32.0,7.693481640835175,6.066108090103747,6.980075940561763,5.934894195619588,2.3333,0,0,0,0,1,211653.39286705665
-122.05,38.56,20.0,6.913737350659685,5.1298987149230735,6.126869184114185,5.062595033026967,5.679,0,1,0,0,0,223685.055517836
-118.38,34.03,43.0,6.816735880594968,5.545177444479562,6.559615237493242,5.5093883366279774,2.6402,1,0,0,0,0,200691.69227427617
-122.32,37.52,26.0,8.304742269640771,6.3835066348840055,7.385230923066573,6.361302477572996,8.4693,0,0,0,0,1,419831.05663710553
-118.43,34.22,34.0,7.370860166536716,5.8888779583328805,6.985641817639208,5.831882477283517,3.66,1,0,0,0,0,214222.14467178565
-121.76,41.5,31.0,6.401917196727186,5.0369526024136295,4.727387818712341,3.871201010907891,1.0667,0,1,0,0,0,31243.844917234033
-120.8,37.55,18.0,7.497207223203318,5.817111159963204,7.01301578963963,5.799092654460526,3.1641,0,1,0,0,0,101199.38588173129
-117.8,33.74,30.0,8.180320874773685,6.313548046277095,7.340186835320115,6.2878585601617845,5.2998,1,0,0,0,0,266354.4996125451
-119.81,36.85,17.0,7.75833346749091,5.916202062607435,7.069023426578259,5.983936280687191,4.2304,0,1,0,0,0,136315.1242577089
-118.31,33.96,52.0,7.8336002236611035,6.133398042996649,7.0630481633881725,6.025865973825314,3.0625,1,0,0,0,0,215054.02070727618
-117.9,33.66,13.0,7.404279118037268,6.049733455231958,6.7357800142423265,5.910796644040527,3.6042,1,0,0,0,0,231867.52953116363
-117.23,33.09,7.0,8.579416534596369,6.752270376141742,7.60887062919126,6.645090969505644,6.3373,0,0,0,0,1,303460.19812157983
-118.11,34.08,45.0,7.009408932708637,5.424950017481403,6.659293919683638,5.327876168789581,4.5446,1,0,0,0,0,234754.57035129843
-117.63,33.47,4.0,7.585788821732034,5.638354669333745,6.692083742506628,5.605802066295998,7.6012,0,0,0,0,1,327501.59147796175
-122.31,38.32,33.0,7.80954132465341,6.045005314036012,7.119635638017636,6.144185634125646,3.7045,0,0,0,1,0,200622.7660662057
-121.81,37.99,18.0,7.940227765145702,6.100318952020064,7.182352111885263,6.082218910376446,4.8194,0,1,0,0,0,193126.112426891
-118.28,34.11,52.0,7.4977617006225685,6.082218910376446,6.669498089857879,5.963579343618446,4.5781,1,0,0,0,0,317041.3471745006
-121.33,38.04,10.0,7.259819610363186,5.3230099791384085,6.489204931325317,5.3471075307174685,5.1878,0,1,0,0,0,169310.98106970917
-122.01,38.27,17.0,9.114930187171524,7.341483852363161,8.46779284112111,7.327123292259293,4.0619,0,1,0,0,0,165075.50724497624
-122.21,37.82,52.0,7.773173680482536,5.811140992976701,6.70196036600254,5.860786223465865,7.0549,0,0,0,1,0,375888.25877344795
-122.3,37.93,34.0,7.720905251936779,5.8805329864007,6.573680166960646,5.726847747587197,4.5,0,0,0,1,0,264776.3771493621
-121.93,37.74,16.0,8.109826276018477,6.040254711277414,7.149131598557407,5.998936561946683,6.8806,1,0,0,0,0,306599.6977440021
-117.21,33.12,4.0,8.09009578318096,6.536691597591305,6.831953565565855,6.331501849893691,4.3672,0,0,0,0,1,274001.0128433723
-121.28,37.91,31.0,6.710523109452428,5.19295685089021,6.3578422665081,5.049856007249537,1.69,0,1,0,0,0,57059.00848560128
-121.27,38.75,21.0,8.47907586930311,7.0192966537150445,7.593877844605118,6.952728644624869,2.5083,0,1,0,0,0,127014.53798066359
-118.2,34.21,42.0,7.309212365692763,5.472270673671475,6.501289670540389,5.41610040220442,6.7571,1,0,0,0,0,332425.36747115245
-117.64,34.06,50.0,6.45833828334479,4.969813299576001,6.3818160174060985,4.997212273764115,1.9659,0,1,0,0,0,76400.4747164296
-119.71,34.42,52.0,7.516977224604321,6.541029999189903,6.747586526829315,6.3578422665081,1.4851,1,0,0,0,0,276732.67467271164
-121.85,38.0,26.0,8.121183242078828,6.3473892096560105,7.499423290592229,6.340359303727752,4.2647,0,1,0,0,0,177544.33297447022
-117.31,34.05,6.0,8.912473274466036,7.655390644826152,8.317033476492403,7.489970898834801,2.7002,0,1,0,0,0,140354.64441596158
-117.3,34.46,8.0,8.73985662749357,7.149916836132109,8.264620829411216,7.142827401161621,2.7917,0,1,0,0,0,80944.36259908136
-117.95,33.66,26.0,7.488852955733459,5.429345628954441,6.461468176353717,5.41610040220442,6.8226,1,0,0,0,0,318842.11274154205
-118.37,33.99,32.0,8.2987883944492,6.336825731146441,7.244941546337007,6.343880434126331,8.6718,1,0,0,0,0,428038.8897665576
-118.32,34.04,47.0,7.595889917718538,6.278521424165844,7.266128779556451,6.253828811575473,1.8333,1,0,0,0,0,173901.1902480959
-122.5,37.75,46.0,7.740229524763182,6.126869184114185,7.265429723253953,6.169610732491456,4.0217,0,0,0,0,1,254916.45706557436
-120.66,35.28,46.0,7.628031126930335,6.220590170099739,7.065613363597717,6.20455776256869,2.1786,0,0,0,0,1,228963.12663622247
-119.77,36.31,14.0,8.210124405164267,6.761572768804055,7.692569648067906,6.666956792429207,2.6218,0,1,0,0,0,117184.6861469145
-118.19,34.14,46.0,7.778211474512493,6.192362489474872,7.074963197966044,6.124683390894205,3.6058,1,0,0,0,0,234733.7587238187
-120.65,35.29,36.0,7.57095858316901,5.755742213586912,6.7464121285733745,5.700443573390687,3.1818,0,0,0,0,1,223392.62678459194
-122.42,37.79,48.0,8.413387022690648,7.202661196523238,7.591357046698551,7.122866658599083,4.0156,0,0,0,1,0,335210.4206002108
-117.12,32.9,14.0,8.086410275323782,6.843749949006225,7.5652752818989315,6.732210706467206,2.8588,1,0,0,0,0,208582.4939428051
-121.92,37.26,33.0,7.175489713624222,5.560681631015528,6.637258031284457,5.472270673671475,4.5208,1,0,0,0,0,257701.92424930446
-121.99,38.27,16.0,8.328209491748732,6.63200177739563,7.47477218239787,6.584791392385716,3.1979,0,1,0,0,0,150496.81731670862
-121.25,37.96,26.0,7.698936199813447,6.171700597410915,7.456454555176209,6.159095388491933,2.4866,0,1,0,0,0,83906.13921253802
-124.01,40.89,28.0,7.293697720601438,5.820082930352362,6.699500340161678,5.752572638825633,2.4559,1,0,0,0,0,148559.78872982226
-121.79,37.69,25.0,8.747828608488742,6.9874902470009905,8.071218539969863,6.954638864880987,4.5357,0,1,0,0,0,204990.43633826356
-122.27,37.86,52.0,6.727431724850855,5.231108616854587,6.20455776256869,5.170483995038151,3.15,0,0,0,1,0,218302.2565274979
-120.35,38.04,16.0,7.313220387090301,5.7899601708972535,6.598509028614515,5.659482215759621,2.5729,0,1,0,0,0,83044.29071720177
-121.83,40.69,14.0,6.71174039505618,5.14166355650266,6.169610732491456,4.867534450455582,3.15,0,1,0,0,0,38926.12841500901
-117.91,33.92,21.0,5.942799375126701,4.5217885770490405,5.988961416889864,4.2626798770413155,4.7222,1,0,0,0,0,190719.59720070753
-118.06,33.83,22.0,8.57376254290413,6.961296045910167,7.9420068084898565,6.92951677076365,4.53,1,0,0,0,0,251272.49603924574
-121.46,38.57,52.0,7.3938782901077555,6.040254711277414,6.421622267806518,5.950642552587727,2.0549,0,1,0,0,0,165390.76277589658
-117.69,34.09,28.0,7.271008538280992,5.69035945432406,6.586171654854675,5.572154032177765,2.725,0,1,0,0,0,127174.47207283694
-122.08,37.24,21.0,6.059123195581797,4.1588830833596715,5.209486152841421,4.2626798770413155,11.3283,1,0,0,0,0,526449.3317203862
-118.05,34.08,34.0,6.35088571671474,5.043425116919247,6.6240652277998935,5.209486152841421,2.0433,1,0,0,0,0,108197.5782102393
-122.36,37.56,32.0,8.452121194672523,6.293419278846481,7.321849713788356,6.238324625039508,15.0001,0,0,0,0,1,684834.4664447121
-121.78,37.34,11.0,8.069655306886165,6.018593214496234,7.4815557019095165,6.037870919922137,7.0671,1,0,0,0,0,288332.34896294074
-118.3,33.94,36.0,8.16194579946869,6.760414691083428,7.8328075165248645,6.729824070489475,2.5679,1,0,0,0,0,187294.50171568105
-121.96,37.29,24.0,7.123672785204607,5.575949103146316,6.53813982376767,5.6240175061873385,5.0,1,0,0,0,0,289047.72254711064
-120.84,35.35,27.0,7.9599745280805365,6.568077911411976,6.836259277277067,6.280395838960195,2.6205,0,0,0,0,1,274719.76709973486
-122.06,36.96,52.0,4.189654742026425,2.8903717578961645,3.2188758248682006,2.3978952727983707,4.5,0,0,0,0,1,334774.39346082276
-120.87,37.05,29.0,8.337348564497175,6.659293919683638,7.646353722445999,6.60934924316738,2.595,0,1,0,0,0,128055.92886021081
-118.7,34.28,27.0,8.17103418920548,6.472346294500901,7.516433302915632,6.364750756851911,4.4964,1,0,0,0,0,244717.31254291767
-121.11,37.47,12.0,7.724888439323074,6.018593214496234,6.81783057145415,5.802118375377063,3.5795,0,1,0,0,0,151421.95822805725
-119.83,34.44,26.0,7.461640392208575,5.998936561946683,6.396929655216146,5.910796644040527,3.0875,0,0,0,0,1,280020.85679046763
-118.37,33.9,35.0,7.409741954080923,5.598421958998375,6.56244409369372,5.53338948872752,5.6482,1,0,0,0,0,300755.6555090626
-118.92,35.38,33.0,8.046549357283078,6.363028103540465,7.458186157340487,6.302618975744905,3.8307,0,1,0,0,0,161766.42416501278
-122.01,36.91,19.0,6.539585955617669,5.2574953720277815,5.783825182329737,5.123963979403259,3.1312,0,0,0,0,1,258262.7631870131
-117.05,33.1,13.0,8.61558951327243,6.616065185132817,7.659171367666058,6.4967749901858625,6.1868,1,0,0,0,0,272685.3519199663
-121.09,39.22,25.0,7.696667081526462,6.0867747269123065,6.952728644624869,6.040254711277414,2.6042,0,1,0,0,0,77119.81209300179
-119.17,34.17,34.0,7.919356190660617,6.29156913955832,7.754052639035757,6.327936783729195,4.2137,0,0,0,0,1,226660.51064048847
-117.79,33.7,6.0,7.374001859350161,5.918893854273146,6.725033642166843,5.940171252720432,4.4286,1,0,0,0,0,245848.83159402246
-118.19,33.93,40.0,7.19668657083435,5.6240175061873385,7.112327444710911,5.631211781821365,3.4712,1,0,0,0,0,175151.28775214544
-121.48,38.52,36.0,7.509335266016592,5.8805329864007,6.810142450115136,5.877735781779639,2.9911,0,1,0,0,0,131300.06353522372
-116.86,32.8,19.0,7.466227556215481,5.676753802268282,6.744059186311348,5.673323267171493,4.875,1,0,0,0,0,233833.4014173844
-117.95,34.11,29.0,7.594381242551817,6.1070228877422545,7.607878073278507,6.07073772800249,3.1034,0,1,0,0,0,107560.44735896494
-117.32,33.12,25.0,7.890208213109961,6.269096283706261,6.842683282238422,6.135564891081739,2.7717,0,0,0,0,1,204404.8144009984
-118.31,34.01,52.0,7.843064016692054,6.16541785423142,7.257002707092073,6.09807428216624,1.8214,1,0,0,0,0,149816.4191126651
-122.18,39.7,23.0,7.413970290190444,5.730099782973574,6.729824070489475,5.697093486505405,3.35,0,1,0,0,0,108398.56467457488
-121.92,36.61,27.0,8.021256180143997,6.495265555937008,7.114769448366463,6.428105272684596,3.1359,0,0,0,0,1,263341.5621080692
-117.97,33.75,32.0,7.355641102974253,5.602118820879701,6.881411303642535,5.673323267171493,3.75,1,0,0,0,0,190603.63180019427
-122.31,38.0,29.0,8.042056410058754,6.282266746896006,7.431299675155903,6.248042874508429,4.3333,0,0,0,1,0,221572.4905680837
-122.31,40.49,18.0,8.300776960851454,6.577861357721047,7.4570320891223805,6.559615237493242,3.35,0,1,0,0,0,98770.2913298388
-118.11,33.82,37.0,7.471363088187097,5.846438775057725,6.729824070489475,5.817111159963204,4.375,1,0,0,0,0,262904.7289815061
-122.72,38.44,48.0,6.56244409369372,5.117993812416755,6.129050210060545,5.153291594497779,3.1797,1,0,0,0,0,222383.33850418543
-118.25,33.9,37.0,7.659171367666058,6.093569770045136,7.224753405767971,6.008813185442595,1.9605,1,0,0,0,0,142683.41573579004
-122.43,37.8,52.0,7.933438387627489,6.70196036600254,7.172424577124845,6.639875833826536,4.199,0,0,0,1,0,336237.13186519966
-118.31,33.88,35.0,7.570443252057374,6.023447592961033,6.9440872082295275,5.993961427306569,3.5556,1,0,0,0,0,232215.35281244805
-119.29,36.31,14.0,7.776115477098742,5.934894195619588,7.153833801578843,5.958424693029782,5.1896,0,1,0,0,0,166042.70426546596
-120.59,38.53,15.0,6.07073772800249,4.477336814478207,5.342334251964811,4.30406509320417,3.6125,0,1,0,0,0,99961.98854692187
-120.64,35.47,8.0,6.0330862217988015,4.804021044733257,6.842683282238422,4.584967478670572,2.1154,1,0,0,0,0,66612.36177709978
-122.27,37.89,52.0,7.878912912297133,5.905361848054571,6.881411303642535,5.87493073085203,7.266,0,0,0,1,0,373216.90767777245
-117.25,33.05,16.0,7.9355873855892,6.1675164908883415,7.23561914106675,6.093569770045136,4.3286,0,0,0,0,1,211304.65274355514
-119.56,36.71,37.0,7.383989457978509,5.926926025970411,7.068172000388042,5.84354441703136,2.181,0,1,0,0,0,79072.34434435377
-117.81,33.67,8.0,7.80016307039296,6.220590170099739,7.01571242048723,6.182084906716632,4.6019,1,0,0,0,0,250881.33692669123
-118.05,34.06,32.0,7.734996194022781,6.484635235635252,8.003697339094368,6.486160788944089,2.1781,1,0,0,0,0,122231.88135208562
-122.24,40.17,51.0,7.774435510302958,6.371611847231857,6.988413181999592,6.20455776256869,1.577,0,1,0,0,0,95331.4586660061
-121.43,38.61,33.0,7.736307096548285,6.3578422665081,7.00397413672268,6.222576268071369,2.1694,0,1,0,0,0,123968.42878966313
-122.82,38.61,41.0,7.908754738783246,6.218600119691729,6.895682697747868,5.8998973535824915,4.0294,1,0,0,0,0,258390.2275919295
-122.2,37.78,39.0,7.469083884921234,5.991464547107982,6.977281341630747,5.932245187448011,3.1167,0,0,0,1,0,208759.5431856769
-122.24,40.18,39.0,7.692569648067906,6.202535517187923,7.176254532017144,6.214608098422191,1.6483,0,1,0,0,0,56784.97908713436
-122.43,37.79,52.0,8.73020559553099,7.356918242356021,7.633369649679584,7.226209010100671,5.8543,0,0,0,1,0,417914.3141703992
-117.23,32.8,21.0,7.795646536334594,6.363028103540465,6.919683849847411,6.289715570908998,3.225,0,0,0,0,1,240102.0217684009
-118.13,34.07,32.0,7.53955882930103,6.061456918928017,7.247792581767846,6.052089168924417,3.085,1,0,0,0,0,178649.52697059745
-117.99,33.71,17.0,7.3783837129967145,6.129050210060545,7.4977617006225685,6.07073772800249,2.7865,1,0,0,0,0,150207.22047596937
-117.77,34.07,29.0,7.998671361015776,6.4967749901858625,7.8050670442584895,6.452048954437226,3.0638,0,1,0,0,0,120311.10126778018
-122.46,37.66,36.0,7.8383433155571165,6.113682179832232,7.237778191923443,6.07993319509559,5.3398,0,0,0,0,1,294329.6611269964
-121.88,37.26,25.0,8.014996894348302,6.536691597591305,7.470793774195062,6.495265555937008,3.8893,1,0,0,0,0,249500.61639294308
-118.3,33.88,29.0,6.7464121285733745,5.438079308923196,6.335054251498059,5.3230099791384085,3.7375,1,0,0,0,0,239532.8928663046
-115.57,32.78,25.0,7.60489448081162,5.71042701737487,7.035268599281097,5.808142489980444,5.128,0,1,0,0,0,155657.6987800696
-118.35,33.99,45.0,7.475905969367397,5.996452088619021,6.522092798170152,5.814130531825066,3.2021,1,0,0,0,0,257019.7000631988
-116.89,32.99,14.0,7.943427767876373,6.218600119691729,7.278628942320682,6.115892125483034,5.0278,1,0,0,0,0,233107.8797792606
-122.08,37.68,37.0,6.744059186311348,5.313205979041787,5.752572638825633,5.327876168789581,2.3958,0,0,0,1,0,226474.22329748236
-122.08,37.03,36.0,8.451694209183541,6.802394763324311,7.670428522190693,6.725033642166843,4.5096,0,0,0,0,1,295587.32361302385
-121.45,38.56,51.0,7.1316985104669115,5.4638318050256105,6.115892125483034,5.4510384535657,2.625,0,1,0,0,0,148893.56332083233
-120.96,40.28,19.0,6.52795791762255,4.941642422609304,5.713732805509369,4.718498871295094,2.5,0,1,0,0,0,25536.401293440722
-117.93,33.87,10.0,7.15305163493748,6.192362489474872,6.594413459749778,6.035481432524756,1.4803,1,0,0,0,0,178612.32415078115
-121.57,36.98,14.0,8.562548893137034,6.706862336602747,7.876638460975463,6.684611727667927,4.9702,0,1,0,0,0,213218.87139804242
-117.92,33.94,27.0,8.426611813185,6.431331081933479,7.6236419465115715,6.499787040655854,5.583,1,0,0,0,0,256924.00889211753
-118.25,33.93,40.0,6.883462586413092,5.602118820879701,6.974478911025045,5.602118820879701,0.9889,1,0,0,0,0,96417.4638429503
-118.47,34.03,31.0,7.879669914604289,6.525029657843462,7.1731917424865985,6.439350371100098,3.5987,1,0,0,0,0,264789.0424748012
-121.29,38.61,17.0,9.514436985696058,7.813995675002791,8.786456678344,7.7664168980196555,3.9727,0,1,0,0,0,147861.75596322818
-124.19,40.77,30.0,7.998335395952982,6.453624998892692,7.221105098182496,6.369900982828227,2.442,0,0,0,0,1,167174.17300205678
-117.97,33.88,11.0,7.282761179605593,5.5134287461649825,6.455198563340122,5.4680601411351315,6.2427,1,0,0,0,0,294556.0205524205
-118.62,34.17,32.0,7.307872780763706,5.87493073085203,6.6293632534374485,5.6937321388027,3.0404,1,0,0,0,0,221010.6542613483
-122.38,40.2,16.0,7.909489492673759,6.238324625039508,7.220373836723949,6.206575926724928,2.8447,0,1,0,0,0,76777.50289096544
-117.99,33.82,19.0,7.596894438144544,6.270988431858299,7.0925737159746784,6.133398042996649,3.1538,1,0,0,0,0,207428.42800368322
-117.21,33.03,20.0,8.12296471523406,6.073044534100405,6.928537818164665,6.013715156042802,11.0911,0,0,0,0,1,505044.29811245017
-118.35,34.02,27.0,8.119398589612294,6.975413927455952,7.789868559054706,6.863803391452954,1.4589,1,0,0,0,0,164010.75164256105
-117.06,32.76,24.0,7.396335293800808,6.376726947898627,6.920671504248683,6.192362489474872,1.7452,0,0,0,0,1,192625.21601637267
-121.56,39.16,12.0,8.116715624819111,6.466144724237619,7.615791072035833,6.429719478039138,2.9647,0,1,0,0,0,70810.09219778003
-122.06,37.37,32.0,7.828436359157585,6.361302477572996,7.057036981697891,6.366470447731438,4.9087,1,0,0,0,0,324684.92550481576
-119.79,36.82,25.0,7.754052639035757,6.137727054086234,7.103322062526113,6.148468295917647,3.2143,0,1,0,0,0,128248.99117485201
-118.37,33.81,36.0,7.616775808698373,5.8289456176102075,6.706862336602747,5.823045895483019,5.1271,0,0,0,0,1,293696.51104939356
-118.0,34.16,42.0,6.928537818164665,5.056245805348308,5.988961416889864,5.062595033026967,6.101,0,1,0,0,0,275092.5887033539
-118.5,33.99,22.0,8.156223323194624,6.883462586413092,7.1459844677143876,6.859614903654202,3.2609,1,0,0,0,0,287496.987201842
-121.58,37.02,27.0,7.742402021815782,6.156978985585555,7.277938572945661,6.148468295917647,3.2019,0,1,0,0,0,165344.47287058318
-121.86,37.4,21.0,7.234898420314831,5.564520407322694,6.853299093186078,5.552959584921617,6.5226,1,0,0,0,0,305645.738084903
-121.3,38.26,19.0,7.247080584585756,5.6240175061873385,6.804614520062624,5.673323267171493,3.215,0,1,0,0,0,104408.72270348202
-122.35,37.57,52.0,7.630461261783627,5.846438775057725,6.68586094706836,5.733341276897746,4.97,0,0,0,0,1,311650.50416915305
-121.63,36.68,24.0,7.860185057472165,6.606650186198215,8.084562415235304,6.555356891810665,2.1766,1,0,0,0,0,147659.72282103682
-121.23,37.96,37.0,7.763021309018518,6.336825731146441,7.3727463664043285,6.309918278226516,1.6563,0,1,0,0,0,86974.60842803912
-122.3,37.56,37.0,7.5822291942764615,5.908082938168931,7.145196134997171,5.948034989180646,4.7344,0,0,0,0,1,262199.2552503045
